[3076.622456147757,2454.6711572085255]
[-1.8113662670040114E-4,0.004413352225976466]
[708.9888647562005,2311.735676757872]
[2217.560238201307,3251.698842472969]
[749.3822139992592,1634.5309466994904]
[2059.339345860876,1486.7507497735241]
[1722.1509893319649,1636.7570094412551]
[3447.7628802028476,593.8376785257134]
[2878.088822878736,673.6431145544362]
[2789.5532887344425,1227.7558135951867]
[3209.773823790282,1915.2274800657597]
[1056.7611985655499,1437.789392903087]
[3498.6224517277155,2377.213940062842]
[2028.8121340134996,1806.6601988618181]
[1854.751945268564,3378.3597741221715]
[2700.60347488691,2005.8228048567107]
[1975.3436623488774,655.4935136248251]
[1816.274746078657,2624.7527246545287]
[2729.4730167802304,2559.1826258871524]
[3616.793755259842,1703.3857871361563]
[2422.6671526109053,1061.7983828416075]
[2254.864938835189,2247.0162814851888]
[860.1615400437986,3090.5740595065067]
[1863.863809324652,2079.691600163835]
[3330.5372348847513,2162.119216361434]
[2906.233528466741,1912.292924584145]
[1300.6839480399092,758.2901771034535]
[1367.8706609054302,2259.2795969078197]
[2805.567532017223,2297.794188727057]
[3181.4283546691445,3125.0887366144825]
[3090.0488339180483,3072.6734411825582]
[2399.533217168179,1592.6963645782137]
[2740.560370892737,1632.6418818530806]
[629.7932030181656,654.1826197958593]
[1427.3314374336176,2776.48442047718]
[2320.6764814554153,3226.4347486978413]
[1373.015836494771,1413.1090716997596]
[2019.724897634184,2435.3582491899583]
[959.0527924637868,1142.7586508749657]
[1792.2023712244425,2880.35217758802]
[2745.5914615614856,3271.3482185157577]
[2183.244083354908,1680.6631751243171]
[1746.9553685619558,859.0148535209466]
[3205.7621333492752,1522.4175003805965]
[2817.3736220962887,2930.6770864131618]
[1892.5298327853052,1852.580135743172]
[831.49913062348,1463.849238994419]
[2472.8054412362053,2342.02984941503]
[1121.4037279492482,1996.4172600157312]
[3708.9298797551164,2249.6238357949155]
